signal_number;date;side;signal;text;sources;;;;;;;;;;;;;;;;;;;;;
176;14 November 2022;W;W2;Burns warned Naryshkin that there would be “serious consequences” if Russia “ever” chose to use nuclear weapons of “any kind.”;"Julian E. Barnes and David E. Sanger, “Fears of Russian Nuclear Weapons Use Have Diminished, but Could Re-
emerge,” New York Times, February 3, 2023 [https://www.nytimes.com/2023/02/03/us/politics/russia-
nuclear-weapons.html?searchResultPosition=1].";;;;;;;;;;;;;;;;;;;;;
177;14 November 2022;W;W7;Biden and Xi Jiping jointly condemn Russia’s threats of using nuclear weapons in Ukraine.;"“Biden and Xi condemn nuclear threats in hourslong meeting,” Deutsche Welle, November 14, 2022
[https://www.dw.com/en/biden-and-xi-condemn-nuclear-threats-in-hourslong-meeting/a-63750022].";;;;;;;;;;;;;;;;;;;;;
178;15 November 2022;R;R8;Chinese foreign minister Yion notes that Russia had reaffirmed its position that nuclear war must not and cannot be fought.;"Chris Buckley, “China affirms ties with Russia but signals that it’s becoming more guarded about the war,” The
New York Times, November 16, 2022 [https://www.nytimes.com/live/2022/11/16/world/russia-ukraine-war-
news-g20/china-affirms-ties-with-russia-but-signals-it-is-becoming-more-guarded-about-the-war?smid=url-
share].";;;;;;;;;;;;;;;;;;;;;
179;17 November 2022;R;R8 ;“No one” in Russia “has ever speculated on the issue” of using nuclear weapons, as “such matters” were “unacceptable per se.”;"“Kremlin considers talk of use of nuclear weapons as unacceptable,” TASS, November 17, 2022
[https://tass.com/politics/1538307], and “Russia is not considering using nuclear weapons - Kremlin says,”
Reuters, November 17, 2022 [https://www.reuters.com/world/europe/russia-is-not-considering-using-nuclear-
weapons-kremlin-says-2022-11-17/].";;;;;;;;;;;;;;;;;;;;;
180;30 November 2022;R;R4;Shoigu: Russia will invest in nuclear infrastructure. ;"Carole Landy, “How Zelensky Thinks the War Will End,” The New York Times, 30 November 2022
[https://www.nytimes.com/2022/11/30/briefing/russia-ukraine-war-zelensky.html]";;;;;;;;;;;;;;;;;;;;;
181;30 November 2022;R;R6;Lavrov: Even conventional clash between nuclear powers has to be avoided, as “escalation may become uncontrollable.”;"“Russia's Lavrov: military confrontation between nuclear powers must be avoided,” Reuters, 1 December 2022
[https://www.reuters.com/world/russias-lavrov-military-confrontation-between-nuclear-powers-must-be-
avoided-2022-11-30/].";;;;;;;;;;;;;;;;;;;;;
182;1 December 2022;W;W8;Blinken: Administration still fears nuclear use, especially in an emergency for Russia, and does not want to expand the conflict, does not want a “war with Russia” or a “third world war.”;"“Secretary Antony J. Blinken with Thomas Sotto of France 2,” Website of the US Department of State, December
1, 2022 [https://www.state.gov/secretary-antony-j-blinken-with-thomas-sotto-of-france-2/]";;;;;;;;;;;;;;;;;;;;;
183;3 December 2022;W;W6;Nuland: “When we explained what the price would be for Russia, Putin decided to do something different,” namely to attack Ukraine’s energy infrastructure.;"“Pressure on Putin over nuclear weapons forced him to change tactics of war,” Ukrainska Pravda, 3 December
2022 [https://news.yahoo.com/pressure-putin-over-nuclear-weapons-175743703.html].";;;;;;;;;;;;;;;;;;;;;
184;3 December 2022;R;R8;Zakharova: “Nuclear Armageddon” has not happened because of US “tough warnings,” but because “no one on this side of the border was planning it.”;"“Diplomat slams Nuland’s words about Western influence on decisions during special op,” TASS, December 4,
2022
[https://tass.com/world/1545339?utm_source=twitter.com&utm_medium=social&utm_campaign=smm_social_
share].";;;;;;;;;;;;;;;;;;;;;
185;7 December 2022;R;R8;Putin: Warns of the “growing” threat of nuclear war, but emphasizes that he has “not gone crazy” and would not “brandish these weapons like a razor, running around the world.”;"Jessie Yeung and Katharina Krebs, “Ukraine war is going to ‘take a while,’ Putin says as he warns nuclear risk is
increasing,” CNN, December 8, 2022 [https://edition.cnn.com/2022/12/07/europe/putin-ukraine-russia-
nuclear-intl-hnk/index.html].";;;;;;;;;;;;;;;;;;;;;
186;7 December 2022;W;W7;Price: “Any loose talk of nuclear weapons is absolutely irresponsible.”;"“Department Press Briefing – December 7, 2022,” Website of the US Department of State, December 7, 2022
[https://www.state.gov/briefings/department-press-briefing-december-7-2022/]";;;;;;;;;;;;;;;;;;;;;
187;8 December 2022;R;R8;Antonov: “Russia takes seriously its special responsibility as a leading nuclear power,” and its statements are merely “classic deterrence in extreme geopolitical circumstances.”;"“Russia, as nuclear power, takes maintaining stability seriously — envoy to US,” TASS, December 9, 2022
[https://tass.com/politics/1548187], and Tom O’Connor, “Russia Ambassador Says Putin Nuclear Deterrence
'Works'—Biden Would Do Same,” Newsweek, December 8, 2022 [https://www.newsweek.com/russia-
ambassador-says-putin-nuclear-deterrence-worksbiden-would-do-same-1765806].";;;;;;;;;;;;;;;;;;;;;
188;9 December 2022;R;R4;Putin: It is worth thinking about developing nuclear disarming first-strike options, as the United States is already doing.;"“News conference following the visit to Kyrgyzstan,” TASS, December 9, 2022
[http://en.kremlin.ru/events/president/news/70061].";;;;;;;;;;;;;;;;;;;;;
189;9 December 2022;W;W7;Austin: Repeats that Putin’s rhetoric is irresponsible, but does not engage in own warnings.;"“Putin says Russia could adopt US preemptive strike concept,” AP News, December 9, 2022
[https://apnews.com/article/putin-moscow-strikes-united-states-government-russia-
95f1436d23b94fcbc05f1c2242472d5c]; ""Putin says Russia could adopt US preemptive strike concept,” AP News, December 9, 2022
[https://apnews.com/article/putin-moscow-strikes-united-states-government-russia-
95f1436d23b94fcbc05f1c2242472d5c].";;;;;;;;;;;;;;;;;;;;;
190;10 December 2022;R;R6;Gavrilov: Washington green lighting Ukrainian strikes against Russian territory is “playing with fire, risking a full-scale war which could easily go nuclear.”;"Will Stewart and Abul Taher, “Vladimir Putin sends nuclear threat after Ukraine reportedly gets the green light
from the US to launch drone strikes in Russia following attacks on Ukrainian cities,” Mail on Sunday, December
11, 2022 [https://www.dailymail.co.uk/news/article-11525195/Vladimir-Putin-sends-nuclear-threat-Ukraine-
gets-green-light-drone-strikes-Russia.html].";;;;;;;;;;;;;;;;;;;;;
191;13 December 2022;W;W2;Smith: The Administration will “continue to signal to Russia” that any nuclear use in Ukraine would produce “unprecedented consequences.”;"John Grady, “NATO ‘Applying Maximum Pressure on Moscow’ as War in Ukraine Continues, Says U.S.
Ambassador,” USNI News, December 13, 2022 [https://news.usni.org/2022/12/13/nato-applying-maximum-
pressure-on-moscow-as-war-in-ukraine-continues-says-u-s-ambassador]";;;;;;;;;;;;;;;;;;;;;
192;18 December 2022;W;W2;Burns: The Administration has “made very clear […] what the serious risks of [nuclear use against Ukraine] would be.”;"“Ukraine War: PM Modi's Concerns On Nuclear Weapons Impacted Russian Views, Says CIA Chief,” ABP News,
December 18, 2022 [https://news.abplive.com/news/world/ukraine-war-pm-modi-s-concerns-on-nuclear-
weapons-impacted-russian-views-says-cia-chief-1570362].";;;;;;;;;;;;;;;;;;;;;
193;19 December 2022;R;R5;Putin: The Belarusian air-force will receive training to use nuclear-capable airplanes, a change in Russia’s approach to military cooperation.;"Sergei Kuznetsov, “Putin bolsters Belarus as Kyiv eyes assault from the north,” Politico, December 19, 2022
[https://www.politico.eu/article/russia-vladimir-putin-bolsters-belarus-alexander-lukashenko-kyiv-eyes-
assault-from-the-north/]. See also “Пресс-конференция по итогам российско-белорусских переговоров,”
Website of the President of Russia, December 19, 2022 [http://kremlin.ru/events/president/news/70148].";;;;;;;;;;;;;;;;;;;;;
194;25 December 2022;R;R6;Medvedev: “The only thing” that stopped the West from directly engaging in the war against Russia was nuclear deterrence.;"David Ljunggren, “Only Russia's nuclear arms preventing West from declaring war - Putin ally,” Reuters,
December 25, 2022 [https://www.reuters.com/world/europe/only-russias-nuclear-arms-preventing-west-
declaring-war-putin-ally-2022-12-25/].";;;;;;;;;;;;;;;;;;;;;
195;27 December 2022;R;R8;Lavrov: “We have repeated again and again that there can be no winners in a nuclear war, and it should never be unleashed.”;"Elena Teslova, “US, NATO want victory on Ukraine battlefield to destroy Russia: Lavrov,” Anadolu, December
27, 2022 [https://www.aa.com.tr/en/russia-ukraine-war/us-nato-want-victory-on-ukraine-battlefield-to-
destroy-russia-lavrov/2773676].";;;;;;;;;;;;;;;;;;;;;
196;19 January 2023;R;R2;Medvedev: Russia’s defeat could “trigger a nuclear war.”;"Guy Faulconbridge and Felix Light, “Putin ally Medvedev warns NATO of nuclear war if Russia is defeated in
Ukraine,” Reuters, January 19, 2023 [https://www.reuters.com/world/europe/putin-ally-medvedev-warns-
nuclear-war-if-russia-defeated-ukraine-2023-01-19/].";;;;;;;;;;;;;;;;;;;;;
197;22 January 2023;R;R6;Volodin: Additional weapons to Ukraine would lead to “global catastrophe” as Russia could retaliate with “more powerful weapons.” There had been no WMD-use in local conflicts in the past because the citizens of the nuclear powers and their territorial integrity had not been threatened.;"Carlo Martuscelli, “Top Russia official threatens West with ‘global catastrophe’ over weapons to Ukraine,”
Politico, January 23, 2023 [https://www.politico.eu/article/top-russia-official-vyacheslav-volodin-threatens-
west-with-global-catastrophe-over-weapons-to-ukraine-war/].";;;;;;;;;;;;;;;;;;;;;
198;2 February 2023;R;R6;Putin: Russia has “the means” to respond to Western tanks deliveries, and its response will not end with the use of armor, all have to understand.;"Julian E. Barnes and David E. Sanger, “Fears of Russian Nuclear Weapons Use Have Diminished, but Could Re-
emerge,” New York Times, February 3, 2023 [https://www.nytimes.com/2023/02/03/us/politics/russia-
nuclear-weapons.html?searchResultPosition=1].";;;;;;;;;;;;;;;;;;;;;
199;4 February 2023;R;R2;Medvedev: Strikes on Crimea could be responded with “anything” and “all types of weapons” – no “restrictions” in Russia’s nuclear doctrine.;"Nadana Fridrikhson, “Dmitry Medvedev answered several of my questions in writing,” Telegram @FridrihShow,
February 4, 2023 [https://t.me/FridrihShow/7596]; Kevin Liffey, “Russia’s Medvedev says more U.S. weapons
supplies mean 'all of Ukraine will burn',” Reuters, February 4, 2023
[https://www.reuters.com/world/europe/russias-medvedev-says-more-us-weapons-supplies-mean-all-
ukraine-will-burn-2023-02-04/]. Andrew Stanton, “Russia Floats Nuclear Deterrence if Ukraine Attacks Crimea,”
Newsweek, February 4, 2023 [https://www.newsweek.com/russia-floats-nuclear-deterrence-if-ukraine-attacks-
crimea-1778989].";;;;;;;;;;;;;;;;;;;;;
200;21 February 2023;R;R6;Putin: If US transforms the local conflict into a global confrontation, Russia would “react accordingly” to defend its “existence.”;"“Putin raises tension on Ukraine, suspends START nuclear pact,” AP, February 22, 2023
[https://apnews.com/article/russia-ukraine-putin-politics-de0af48be7ea480ccb0175f55a065363].";;;;;;;;;;;;;;;;;;;;;
201;21 February 2023;W;W7;Biden Administration condemns Putin for suspending New START, but says the US would continue cooperation on nuclear risk management.;"Matt Berg and Nahal Toosi, “U.S. rebukes Putin as ‘irresponsible’ on nukes,” Politico, February 21, 2023
[https://www.politico.com/news/2023/02/21/blinken-putin-nuclear-treaty-00083740].";;;;;;;;;;;;;;;;;;;;;
202;22 February 2023;R;R2;Medvedev: If US wants to defeat Russia, it should expect retaliation with “any weapon, including nuclear weapons.”;"Elena Teslova, “Medvedev says if US stops arms deliveries to Ukraine, war will end,” Anadolu Agency, February
22, 2023 [https://www.aa.com.tr/en/world/medvedev-says-if-us-stops-arms-deliveries-to-ukraine-war-will-
end/2827825].";;;;;;;;;;;;;;;;;;;;;
203;22 February 2023;R;R4;Putin: If all leading NATO countries declared their main goal was to inflict a strategic defeat on Russia, Moscow would have to “take into account their nuclear capabilities,” – arms control negotiations would have to include France and the UK.;"Andrew Katell, “Putin: will ‘take into account’ NATO’s nuclear capability,” AP, February 26, 2023
[https://apnews.com/article/putin-nato-politics-russia-government-united-states-
0bffecbd258654bed617653ee078ff35].";;;;;;;;;;;;;;;;;;;;;
204;23 February 2023;W;W6;Sullivan: The US does not believe Russia would use strategic nuclear weapons in Ukraine or against NATO, but it was possible Russia would use tactical nuclear weapons, although there was no indication that such a use was imminent.;"Alexander Ward et al, “What Jake Sullivan privately said about the war,” Politico, February 24, 2023
[https://www.politico.com/newsletters/national-security-daily/2023/02/24/what-jake-sullivan-privately-
said-about-the-war-00084290].";;;;;;;;;;;;;;;;;;;;;
205;26 February 2023;W;W6;Blinken: China and India successfully engaged with Russia to persuade against nuclear use.;"Jeffrey Goldberg and Morgan Ome, “Blinken: I Understand Why Zelensky Is Demanding That the U.S. ‘Do Even
More and Do It Even Faster’,” Atlantic, February 26, 2023
[https://www.theatlantic.com/ideas/archive/2023/02/antony-blinken-ukraine-jeffrey-goldberg-
zelensky/673188/].";;;;;;;;;;;;;;;;;;;;;
